id,fund_name,Performance fee?,Investment Strategy,Leverage?,Portfolio composition, Concentration,Prediction,supporting evidence,source meta data,Predicted Investment Strategy
0000717316-18-000027,CALIFORNIA INTERMEDIATE-TERM TAX-FREE BOND FUND,,2,No,Investment grade securities,Concentrated by issuer / sector / jurisdiction,"2,0.95","4.49%

2.44%

4.30%

—

—

S&P Intermediate Term California AMT-Free Municipal Bond Index2

(reflects no deduction for fees, expenses and taxes)

3.83%

2.63%

—

—

—

1

Historical performance for A and C Classes prior to their inception is based on the performance of Investor Class shares. A and C Class performance has been adjusted to reflect differences in sales charges, if applicable, and expenses between classes.

2

Effective December 31, 2017, the fund’s investment advisor selected a different benchmark for comparison purposes. The advisor believes the S&P Intermediate Term California AMT-Free Municipal Bond Index is more reflective of the fund’s strategy. Because the S&P Intermediate Term California AMT-Free Municipal Bond Index total return data is first available as of June 30, 2010, returns for the Bloomberg Barclays 7 Year Municipal Bond Index are also shown to cover the 10 year period.",{'source': 'NLP_app\\MutualFundSummary\\CALIFORNIA INTERMEDIATE-TERM TAX-FREE BOND FUND.txt'},2.0
0000717316-18-000027,CALIFORNIA TAX-FREE MONEY MARKET FUND,,2,No,Investment grade securities,Concentrated by issuer / sector / jurisdiction,"2,0.95","CALIFORNIA TAX

FREE MONEY MARKET FUND

<head_breaker>

Fund Summary Investment Objective The fund seeks safety of principal and high current income that is exempt from federal and California income taxes. Fees and Expenses The following table describes the fees and expenses you may pay if you buy and hold shares of the fund. Shareholder Fees (fees paid directly from your investment)

Investor Maximum Annual Account Maintenance Fee (waived if eligible investments total at least $10,000) $25 Annual Fund Operating Expenses (expenses that you pay each year as a percentage of the value of your investment)",{'source': 'NLP_app\\MutualFundSummary\\CALIFORNIA TAX-FREE MONEY MARKET FUND.txt'},2.0
0000932471-18-006060,Vanguard GNMA Fund,,2,Yes,Investment grade securities,Diversified,"2,0.95","30

Annual Total Returns

The following bar chart and table are intended to help you understand the risks of investing in the Fund. The bar chart shows how the performance of the Fund‘s Investor Shares has varied from one calendar year to another over the periods shown. The table shows how the average annual total returns of the share classes presented compare with those of a relevant market index, which has investment characteristics similar to those of the Fund. Keep in mind that the Fund’s past performance (before and after taxes) does not indicate how the Fund will perform in the future. Updated performance information is available on our website at vanguard.com/performance or by calling Vanguard toll-free at 800-662-7447.

Annual Total Returns — Vanguard GNMA Fund Investor Shares1

1 The year-to-date return as of the most recent calendar quarter, which ended on March 31, 2018, was –1.12%.",{'source': 'NLP_app\\MutualFundSummary\\Vanguard GNMA Fund.txt'},2.0
0000932471-18-006060,Vanguard Intermediate-Term Investment-Grade Fund,,2,Yes,Investment grade securities,Diversified,"2,0.95","24

Annual Total Returns

The following bar chart and table are intended to help you understand the risks of investing in the Fund. The bar chart shows how the performance of the Fund‘s Investor Shares has varied from one calendar year to another over the periods shown. The table shows how the average annual total returns of the share classes presented compare with those of a relevant market index, which has investment characteristics similar to those of the Fund. Keep in mind that the Fund’s past performance (before and after taxes) does not indicate how the Fund will perform in the future. Updated performance information is available on our website at vanguard.com/performance or by calling Vanguard toll-free at 800-662-7447.

Annual Total Returns — Vanguard Intermediate-Term Investment-Grade Fund Investor Shares1

1 The year-to-date return as of the most recent calendar quarter, which ended on March 31, 2018, was –1.84%.",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Intermediate-Term Investment-Grade Fund.txt'},2.0
0000932471-18-006060,Vanguard Intermediate-Term Treasury Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Annual Total Returns

The following bar chart and table are intended to help you understand the risks of investing in the Fund. The bar chart shows how the performance of the Fund‘s Investor Shares has varied from one calendar year to another over the periods shown. The table shows how the average annual total returns of the share classes presented compare with those of a relevant market index, which has investment characteristics similar to those of the Fund. Keep in mind that the Fund’s past performance (before and after taxes) does not indicate how the Fund will perform in the future. Updated performance information is available on our website at vanguard.com/performance or by calling Vanguard toll-free at 800-662-7447.

Annual Total Returns — Vanguard Intermediate-Term Treasury Fund Investor Shares1

1 The year-to-date return as of the most recent calendar quarter, which ended on March 31, 2018, was –1.30%.",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Intermediate-Term Treasury Fund.txt'},2.0
0000932471-18-006060,Vanguard Long-Term Investment-Grade Fund,,2,Yes,Investment grade securities,Diversified,"2,0.95","Annual Total Returns — Vanguard Long-Term Investment-Grade Fund Investor Shares1

1 The year-to-date return as of the most recent calendar quarter, which ended on March 31, 2018, was –4.45%.

During the periods shown in the bar chart, the highest return for a calendar quarter was 11.33% (quarter ended September 30, 2009), and the lowest return for a quarter was –8.28% (quarter ended March 31, 2009).

Average Annual Total Returns for Periods Ended December 31, 2017 1 Year	5 Years	10 Years Vanguard Long-Term Investment-Grade Fund Investor Shares Return Before Taxes	11.93%	5.59%	7.78% Return After Taxes on Distributions	9.55	3.22	5.50 Return After Taxes on Distributions and Sale of Fund Shares	6.98	3.28	5.18 Vanguard Long-Term Investment-Grade Fund Admiral Shares Return Before Taxes	12.04%	5.70%	7.89% Bloomberg Barclays U.S. Long Credit A or Better Bond Index (reflects no deduction for fees, expenses, or taxes)	11.49%	5.20%	7.38%

41",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Long-Term Investment-Grade Fund.txt'},2.0
0000932471-18-006060,Vanguard Long-Term Treasury Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Annual Total Returns

The following bar chart and table are intended to help you understand the risks of investing in the Fund. The bar chart shows how the performance of the Fund‘s Investor Shares has varied from one calendar year to another over the periods shown. The table shows how the average annual total returns of the share classes presented compare with those of a relevant market index, which has investment characteristics similar to those of the Fund. Keep in mind that the Fund’s past performance (before and after taxes) does not indicate how the Fund will perform in the future. Updated performance information is available on our website at vanguard.com/performance or by calling Vanguard toll-free at 800-662-7447.

Annual Total Returns — Vanguard Long-Term Treasury Fund Investor Shares1

1 The year-to-date return as of the most recent calendar quarter, which ended on March 31, 2018, was –3.61%",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Long-Term Treasury Fund.txt'},2.0
0000932471-18-006060,Vanguard Real Estate II Index Fund,,1,No,Listed Equities,Concentrated by issuer / sector / jurisdiction,"1,0.95","Vanguard Real Estate II Index Fund <head_breaker>

Fund Summary

Investment Objective

The Fund seeks to provide a high level of income and moderate long-term capital appreciation by tracking the performance of a benchmark index that measures the performance of publicly traded equity REITs and other real estate-related investments.

Fees and Expenses

The following table describes the fees and expenses you may pay if you buy and hold shares of the Fund.

Shareholder Fees (Fees paid directly from your investment)

Sales Charge (Load) Imposed on Purchases	None Purchase Fee	None Sales Charge (Load) Imposed on Reinvested Dividends	None Redemption Fee	None

Annual Fund Operating Expenses (Expenses that you pay each year as a percentage of the value of your investment)

Management Fees	0.07% 12b-1 Distribution Fee	None Other Expenses	0.01% Total Annual Fund Operating Expenses	0.08%

1

Example",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Real Estate II Index Fund.txt'},1.0
0000932471-18-006060,Vanguard Short-Term Federal Fund,,2,Yes,Investment grade securities,Diversified,"2,0.95","Annual Total Returns

The following bar chart and table are intended to help you understand the risks of investing in the Fund. The bar chart shows how the performance of the Fund‘s Investor Shares has varied from one calendar year to another over the periods shown. The table shows how the average annual total returns of the share classes presented compare with those of a relevant market index, which has investment characteristics similar to those of the Fund. Keep in mind that the Fund’s past performance (before and after taxes) does not indicate how the Fund will perform in the future. Updated performance information is available on our website at vanguard.com/performance or by calling Vanguard toll-free at 800-662-7447.

Annual Total Returns — Vanguard Short-Term Federal Fund Investor Shares1

1 The year-to-date return as of the most recent calendar quarter, which ended on March 31, 2018, was –0.36%.",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Short-Term Federal Fund.txt'},2.0
0000932471-18-006060,Vanguard Short-Term Investment-Grade Fund,,2,Yes,Investment grade securities,Diversified,"2,0.95","13

Annual Total Returns

The following bar chart and table are intended to help you understand the risks of investing in the Fund. The bar chart shows how the performance of the Fund‘s Investor Shares has varied from one calendar year to another over the periods shown. The table shows how the average annual total returns of the share classes presented compare with those of a relevant market index, which has investment characteristics similar to those of the Fund. Keep in mind that the Fund’s past performance (before and after taxes) does not indicate how the Fund will perform in the future. Updated performance information is available on our website at vanguard.com/performance or by calling Vanguard toll-free at 800-662-7447.

Annual Total Returns — Vanguard Short-Term Investment-Grade Fund Investor Shares1

1 The year-to-date return as of the most recent calendar quarter, which ended on March 31, 2018, was –0.54%.",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Short-Term Investment-Grade Fund.txt'},2.0
0000932471-18-006060,Vanguard Short-Term Treasury Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Annual Total Returns — Vanguard Short-Term Treasury Fund Investor Shares1

1 The year-to-date return as of the most recent calendar quarter, which ended on March 31, 2018, was –0.24%.

During the periods shown in the bar chart, the highest return for a calendar quarter was 3.38% (quarter ended March 31, 2008), and the lowest return for a quarter was –1.14% (quarter ended June 30, 2008).

3

Average Annual Total Returns for Periods Ended December 31, 2017 1 Year	5 Years	10 Years Vanguard Short-Term Treasury Fund Investor Shares Return Before Taxes	0.39%	0.49%	1.60% Return After Taxes on Distributions	–0.11	0.13	1.02 Return After Taxes on Distributions and Sale of Fund Shares	0.22	0.21	1.04 Vanguard Short-Term Treasury Fund Admiral Shares Return Before Taxes	0.39%	0.59%	1.70% Bloomberg Barclays U.S. 1-5 Year Treasury Bond Index (reflects no deduction for fees, expenses, or taxes)	0.68%	0.73%	2.04%",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Short-Term Treasury Fund.txt'},2.0
0000932471-18-006060,Vanguard Ultra-Short-Term Bond Fund,,2,Yes,Investment grade securities,Diversified,"2,0.95","3

Annual Total Returns — Vanguard Ultra-Short-Term Bond Fund Investor Shares1

During the periods shown in the bar chart, the highest return for a calendar quarter was 0.49% (quarter ended March 31, 2016), and the lowest return for a quarter was 0.15% (quarter ended September 30, 2016).",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Ultra-Short-Term Bond Fund.txt'},2.0
0000932471-18-006088,Vanguard Energy Fund,,1,No,Listed Equities,Concentrated by issuer / sector / jurisdiction,"1,0.9","Annual Total Returns — Vanguard Energy Fund Investor Shares1

1 The year-to-date return as of the most recent calendar quarter, which ended on March 31, 2018, was –2.42%.

During the periods shown in the bar chart, the highest return for a calendar quarter was 21.05% (quarter ended June 30, 2008), and the lowest return for a quarter was –30.47% (quarter ended September 30, 2008).

4",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Energy Fund.txt'},1.0
0000932471-18-006088,Vanguard Health Care Fund,,1,No,Listed Equities,Concentrated by issuer / sector / jurisdiction,"1,0.95","Annual Total Returns — Vanguard Health Care Fund Investor Shares1

1 The year-to-date return as of the most recent calendar quarter, which ended on March 31, 2018, was 0.21%.

During the periods shown in the bar chart, the highest return for a calendar quarter was 14.43% (quarter ended March 31, 2013), and the lowest return for a quarter was –10.04% (quarter ended March 31, 2008).",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Health Care Fund.txt'},1.0
0000932471-18-006088,Vanguard Precious Metals and Mining Fund,,1,No,Listed Equities,Concentrated by issuer / sector / jurisdiction,"0,0","Annual Total Returns

The following bar chart and table are intended to help you understand the risks of investing in the Fund. The bar chart shows how the performance of the Fund has varied from one calendar year to another over the periods shown. The table shows how the average annual total returns of the Fund compare with those of relevant market indexes, which have investment characteristics similar to those of the Fund. Keep in mind that the Fund’s past performance (before and after taxes) does not indicate how the Fund will perform in the future. Updated performance information is available on our website at vanguard.com/performance or by calling Vanguard toll-free at 800-662-7447.

3

Annual Total Returns — Vanguard Precious Metals and Mining Fund Investor Shares1

1 The year-to-date return as of the most recent calendar quarter, which ended on March 31, 2018, was –9.30%.",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Precious Metals and Mining Fund.txt'},
0000932471-18-006088,Vanguard Real Estate Index Fund,,1,No,Listed Equities,Concentrated by issuer / sector / jurisdiction,"1,0.9","Annual Total Returns — Vanguard Real Estate Index Fund Investor Shares1

1 The year-to-date return as of the most recent calendar quarter, which ended on March 31, 2018, was –8.15%.

During the periods shown in the bar chart, the highest return for a calendar quarter was 34.54% (quarter ended September 30, 2009), and the lowest return for a quarter was –38.16% (quarter ended December 31, 2008).

4

Average Annual Total Returns for Periods Ended December 31, 2017 1 Year	5 Years	10 Years Vanguard Real Estate Index Fund Investor Shares Return Before Taxes	4.83%	9.10%	7.50% Return After Taxes on Distributions	3.52	7.80	6.26 Return After Taxes on Distributions and Sale of Fund Shares	2.72	6.54	5.39 Vanguard Real Estate Index Fund Admiral Shares Return Before Taxes	4.94%	9.24%	7.65% Comparative Indexes (reflect no deduction for fees, expenses, or taxes) MSCI US REIT Index	5.07%	9.34%	7.44% Real Estate Spliced Index	5.07	9.34	7.63",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Real Estate Index Fund.txt'},1.0
0000932471-18-008471,Vanguard Intermediate-Term Corporate Bond Index Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Vanguard Intermediate-Term Corporate Bond Index Fund <head_breaker>

Vanguard Intermediate-Term Corporate Bond Index Fund

Investment Objective

The Fund seeks to track the performance of a market-weighted corporate bond index with an intermediate-term dollar-weighted average maturity.

Fees and Expenses

The following table describes the fees and expenses you may pay if you buy and hold Admiral Shares of the Fund.

Shareholder Fees (Fees paid directly from your investment)

Sales Charge (Load) Imposed on Purchases	None Purchase Fee	0.25% Sales Charge (Load) Imposed on Reinvested Dividends	None Redemption Fee	None Account Service Fee (for certain fund account balances below $10,000)	$20/year

Annual Fund Operating Expenses (Expenses that you pay each year as a percentage of the value of your investment)

Management Fees	0.06% 12b-1 Distribution Fee	None Other Expenses	0.01% Total Annual Fund Operating Expenses	0.07%

Example",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Intermediate-Term Corporate Bond Index Fund.txt'},2.0
0000932471-18-008471,Vanguard Intermediate-Term Treasury Index Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Annual Total Returns — Vanguard Intermediate-Term Treasury Index Fund Admiral Shares1

1 The year-to-date return as of the most recent calendar quarter, which ended on September 30, 2018, was –1.55%.

During the periods shown in the bar chart, the highest return for a calendar quarter was 5.57% (quarter ended September 30, 2011), and the lowest return for a quarter was –3.46% (quarter ended December 31, 2016).

8

Average Annual Total Returns for Periods Ended December 31, 2017 Since Inception (Aug. 4, 1 Year	5 Years	2010) Vanguard Intermediate-Term Treasury Index Fund Admiral Shares Return Before Taxes	1.63%	1.15%	2.33% Return After Taxes on Distributions	0.90	0.45	1.56 Return After Taxes on Distributions and Sale of Fund Shares	0.92	0.56	1.49 Bloomberg Barclays US Treasury 3-10 Year Bond Index (reflects no deduction for fees, expenses, or taxes)	1.58%	1.21%	2.44%",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Intermediate-Term Treasury Index Fund.txt'},2.0
0000932471-18-008471,Vanguard Long-Term Corporate Bond Index Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Vanguard Long-Term Corporate Bond Index Fund <head_breaker>

Vanguard Long-Term Corporate Bond Index Fund

Investment Objective

The Fund seeks to track the performance of a market-weighted corporate bond index with a long-term dollar-weighted average maturity.

Fees and Expenses

The following table describes the fees and expenses you may pay if you buy and hold Admiral Shares of the Fund.

Shareholder Fees (Fees paid directly from your investment)

Sales Charge (Load) Imposed on Purchases	None Purchase Fee	1% Sales Charge (Load) Imposed on Reinvested Dividends	None Redemption Fee	None Account Service Fee (for certain fund account balances below $10,000)	$20/year

Annual Fund Operating Expenses (Expenses that you pay each year as a percentage of the value of your investment)

Management Fees	0.06% 12b-1 Distribution Fee	None Other Expenses	0.01% Total Annual Fund Operating Expenses	0.07%

Example",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Long-Term Corporate Bond Index Fund.txt'},2.0
0000932471-18-008471,Vanguard Long-Term Treasury Index Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Vanguard Long

Term Treasury Index Fund

<head_breaker>

Vanguard Long

Term Treasury Index Fund

Investment Objective

The Fund seeks to track the performance of a market-weighted Treasury index with a long-term dollar-weighted average maturity.

Fees and Expenses

The following table describes the fees and expenses you may pay if you buy and hold Institutional Shares of the Fund.

Shareholder Fees (Fees paid directly from your investment)

Sales Charge (Load) Imposed on Purchases	None Purchase Fee	None Sales Charge (Load) Imposed on Reinvested Dividends	None Redemption Fee	None

Annual Fund Operating Expenses (Expenses that you pay each year as a percentage of the value of your investment)

Management Fees	0.04% 12b-1 Distribution Fee	None Other Expenses	0.01% Total Annual Fund Operating Expenses	0.05%

Example",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Long-Term Treasury Index Fund.txt'},2.0
0000932471-18-008471,Vanguard Russell 1000 Growth Index Fund,,2,No,Investment grade securities,Diversified,"1,0.95","Vanguard Russell 1000 Growth Index Fund <head_breaker>

Vanguard Russell 1000 Growth Index Fund

Investment Objective

The Fund seeks to track the performance of a benchmark index that measures the investment return of large-capitalization growth stocks in the United States.

Fees and Expenses

The following table describes the fees and expenses you may pay if you buy and hold Institutional Shares of the Fund.

Shareholder Fees (Fees paid directly from your investment)

Sales Charge (Load) Imposed on Purchases	None Purchase Fee	None Sales Charge (Load) Imposed on Reinvested Dividends	None Redemption Fee	None

Annual Fund Operating Expenses (Expenses that you pay each year as a percentage of the value of your investment)

Management Fees	0.07% 12b-1 Distribution Fee	None Other Expenses	0.01% Total Annual Fund Operating Expenses	0.08%

Example",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Russell 1000 Growth Index Fund.txt'},1.0
0000932471-18-008471,Vanguard Russell 1000 Index Fund,,2,No,Investment grade securities,Diversified,"1,0.95","Vanguard Russell 1000 Index Fund <head_breaker>

Vanguard Russell 1000 Index Fund

Investment Objective

The Fund seeks to track the performance of a benchmark index that measures the investment return of large-capitalization stocks in the United States.

Fees and Expenses

The following table describes the fees and expenses you may pay if you buy and hold Institutional Shares of the Fund.

Shareholder Fees (Fees paid directly from your investment)

Sales Charge (Load) Imposed on Purchases	None Purchase Fee	None Sales Charge (Load) Imposed on Reinvested Dividends	None Redemption Fee	None

Annual Fund Operating Expenses (Expenses that you pay each year as a percentage of the value of your investment)

Management Fees	0.07% 12b-1 Distribution Fee	None Other Expenses	0.01% Total Annual Fund Operating Expenses	0.08%

Example",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Russell 1000 Index Fund.txt'},1.0
0000932471-18-008471,Vanguard Russell 1000 Value Index Fund,,2,No,Investment grade securities,Diversified,"1,0.95","Vanguard Russell 1000 Value Index Fund <head_breaker>

Vanguard Russell 1000 Value Index Fund

Investment Objective

The Fund seeks to track the performance of a benchmark index that measures the investment return of large-capitalization value stocks in the United States.

Fees and Expenses

The following table describes the fees and expenses you may pay if you buy and hold Institutional Shares of the Fund.

Shareholder Fees (Fees paid directly from your investment)

Sales Charge (Load) Imposed on Purchases	None Purchase Fee	None Sales Charge (Load) Imposed on Reinvested Dividends	None Redemption Fee	None

Annual Fund Operating Expenses (Expenses that you pay each year as a percentage of the value of your investment)

Management Fees	0.07% 12b-1 Distribution Fee	None Other Expenses	0.01% Total Annual Fund Operating Expenses	0.08%

Example",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Russell 1000 Value Index Fund.txt'},1.0
0000932471-18-008471,Vanguard Russell 2000 Growth Index Fund,,2,No,Investment grade securities,Diversified,"1,0.95","Vanguard Russell 2000 Growth Index Fund <head_breaker>

Vanguard Russell 2000 Growth Index Fund

Investment Objective

The Fund seeks to track the performance of a benchmark index that measures the investment return of small-capitalization growth stocks in the United States.

Fees and Expenses

The following table describes the fees and expenses you may pay if you buy and hold Institutional Shares of the Fund.

Shareholder Fees (Fees paid directly from your investment)

Sales Charge (Load) Imposed on Purchases	None Purchase Fee	None Sales Charge (Load) Imposed on Reinvested Dividends	None Redemption Fee	None

Annual Fund Operating Expenses (Expenses that you pay each year as a percentage of the value of your investment)

Management Fees	0.06% 12b-1 Distribution Fee	None Other Expenses	0.02% Total Annual Fund Operating Expenses	0.08%

Example",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Russell 2000 Growth Index Fund.txt'},1.0
0000932471-18-008471,Vanguard Russell 2000 Index Fund,,2,No,Investment grade securities,Diversified,"1,0.95","Vanguard Russell 2000 Index Fund <head_breaker>

Vanguard Russell 2000 Index Fund

Investment Objective

The Fund seeks to track the performance of a benchmark index that measures the investment return of small-capitalization stocks in the United States.

Fees and Expenses

The following table describes the fees and expenses you may pay if you buy and hold Institutional Shares of the Fund.

Shareholder Fees (Fees paid directly from your investment)

Sales Charge (Load) Imposed on Purchases	None Purchase Fee	None Sales Charge (Load) Imposed on Reinvested Dividends	None Redemption Fee	None

Annual Fund Operating Expenses (Expenses that you pay each year as a percentage of the value of your investment)

Management Fees	0.06% 12b-1 Distribution Fee	None Other Expenses	0.02% Total Annual Fund Operating Expenses	0.08%

Example",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Russell 2000 Index Fund.txt'},1.0
0000932471-18-008471,Vanguard Russell 2000 Value Index Fund,,2,No,Investment grade securities,Diversified,"1,0.95","Vanguard Russell 2000 Value Index Fund <head_breaker>

Vanguard Russell 2000 Value Index Fund

Investment Objective

The Fund seeks to track the performance of a benchmark index that measures the investment return of small-capitalization value stocks in the United States.

Fees and Expenses

The following table describes the fees and expenses you may pay if you buy and hold Institutional Shares of the Fund.

Shareholder Fees (Fees paid directly from your investment)

Sales Charge (Load) Imposed on Purchases	None Purchase Fee	None Sales Charge (Load) Imposed on Reinvested Dividends	None Redemption Fee	None

Annual Fund Operating Expenses (Expenses that you pay each year as a percentage of the value of your investment)

Management Fees	0.03% 12b-1 Distribution Fee	None Other Expenses	0.05% Total Annual Fund Operating Expenses	0.08%

Example",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Russell 2000 Value Index Fund.txt'},1.0
0000932471-18-008471,Vanguard Russell 3000 Index Fund,,2,No,Investment grade securities,Diversified,"1,0.95","Vanguard Russell 3000 Index Fund <head_breaker>

Fund Summary

Investment Objective

The Fund seeks to track the performance of a benchmark index that measures the investment return of the broad U.S. stock market.

Fees and Expenses

The following table describes the fees and expenses you may pay if you buy and hold Institutional Shares of the Fund.

Shareholder Fees (Fees paid directly from your investment)

Sales Charge (Load) Imposed on Purchases	None Purchase Fee	None Sales Charge (Load) Imposed on Reinvested Dividends	None Redemption Fee	None

Annual Fund Operating Expenses (Expenses that you pay each year as a percentage of the value of your investment)

Management Fees	0.07% 12b-1 Distribution Fee	None Other Expenses	0.01% Total Annual Fund Operating Expenses	0.08%

Example",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Russell 3000 Index Fund.txt'},1.0
0000932471-18-008471,Vanguard Short-Term Corporate Bond Index Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Vanguard Short-Term Corporate Bond Index Fund <head_breaker>

Vanguard Short-Term Corporate Bond Index Fund

Investment Objective

The Fund seeks to track the performance of a market-weighted corporate bond index with a short-term dollar-weighted average maturity.

Fees and Expenses

The following table describes the fees and expenses you may pay if you buy and hold Admiral Shares of the Fund.

Shareholder Fees (Fees paid directly from your investment)

Sales Charge (Load) Imposed on Purchases	None Purchase Fee	None Sales Charge (Load) Imposed on Reinvested Dividends	None Redemption Fee	None Account Service Fee (for certain fund account balances below $10,000)	$20/year

Annual Fund Operating Expenses (Expenses that you pay each year as a percentage of the value of your investment)

Management Fees	0.06% 12b-1 Distribution Fee	None Other Expenses	0.01% Total Annual Fund Operating Expenses	0.07%

Example",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Short-Term Corporate Bond Index Fund.txt'},2.0
0000932471-18-008471,Vanguard Short-Term Treasury Index Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Vanguard Short

Term Treasury Index Fund

<head_breaker>

Vanguard Short

Term Treasury Index Fund

Investment Objective

The Fund seeks to track the performance of a market-weighted Treasury index with a short-term dollar-weighted average maturity.

Fees and Expenses

The following table describes the fees and expenses you may pay if you buy and hold Admiral Shares of the Fund.

Shareholder Fees (Fees paid directly from your investment)

Sales Charge (Load) Imposed on Purchases	None Purchase Fee	None Sales Charge (Load) Imposed on Reinvested Dividends	None Redemption Fee	None Account Service Fee (for certain fund account balances below $10,000)	$20/year

Annual Fund Operating Expenses (Expenses that you pay each year as a percentage of the value of your investment)

Management Fees	0.06% 12b-1 Distribution Fee	None Other Expenses	0.01% Total Annual Fund Operating Expenses	0.07%

Example",{'source': 'NLP_app\\MutualFundSummary\\Vanguard Short-Term Treasury Index Fund.txt'},2.0
0000940394-18-000852,Eaton Vance Dividend Builder Fund,,1,Yes,Listed Equities,Diversified,"1,0.9","Eaton Vance Dividend Builder Fund <head_breaker>

Fund Summaries

Eaton Vance Dividend Builder Fund

Investment Objective

The Fund’s investment objective is to seek total return.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\Eaton Vance Dividend Builder Fund.txt'},1.0
0000940394-18-000852,Eaton Vance Global Small-Cap Fund,,1,Yes,Listed Equities,Diversified,"1,0.95","Eaton Vance Global Small

Cap Fund

<head_breaker>

Eaton Vance Global Small

Cap Fund

In connection with the proposed reorganization of Eaton Vance Global Small-Cap Fund into Eaton Vance Global Small-Cap Equity Fund (formerly Eaton Vance Tax-Managed Global Small-Cap Fund), it is anticipated that on or about May 9, 2018, shares of Eaton Vance Global Small-Cap Fund will no longer be available for purchase or exchange.

Investment Objective

The Fund’s investment objective is to seek long-term total return.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\Eaton Vance Global Small-Cap Fund.txt'},1.0
0000940394-18-000852,Eaton Vance Growth Fund,,1,No,Listed Equities,Diversified,"1,0.9","Eaton Vance Growth Fund

<head_breaker>

Eaton Vance Growth Fund

Investment Objective

The Fund’s investment objective is to seek total return.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\Eaton Vance Growth Fund.txt'},1.0
0000940394-18-000852,Eaton Vance Large-Cap Value Fund,,1,No,Listed Equities,Diversified,"1,0.95","Eaton Vance Large

Cap Value Fund

<head_breaker>

Eaton Vance Large

Cap Value Fund

Investment Objective

The Fund’s investment objective is to seek total return.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\Eaton Vance Large-Cap Value Fund.txt'},1.0
0000940394-18-000852,Eaton Vance Real Estate Fund,,1,No,Listed Equities,Concentrated by issuer / sector / jurisdiction,"1,0.9","Eaton Vance Real Estate Fund <head_breaker>

Eaton Vance Real Estate Fund

Investment Objective

The Fund’s investment objective is to seek total return.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\Eaton Vance Real Estate Fund.txt'},1.0
0000940394-18-000852,Eaton Vance Small-Cap Fund,,1,No,Listed Equities,Diversified,"1,0.95","Eaton Vance Small

Cap Fund

<head_breaker>

Eaton Vance Small

Cap Fund

Investment Objective

The Fund’s investment objective is to seek long-term capital appreciation.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\Eaton Vance Small-Cap Fund.txt'},1.0
0000940394-18-000852,Eaton Vance Special Equities Fund,,1,No,Listed Equities,Diversified,"1,0.95","Eaton Vance Special Equities Fund <head_breaker>

Eaton Vance Special Equities Fund

Investment Objective

The Fund’s investment objective is to provide growth of capital.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\Eaton Vance Special Equities Fund.txt'},1.0
0000940394-18-001087,Eaton Vance TABS 1-to-10 Year Laddered Municipal Bond Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Eaton Vance TABS 1-to-10 Year Laddered Municipal Bond Fund <head_breaker>

Eaton Vance TABS 1-to-10 Year Laddered Municipal Bond Fund

Investment Objective

The Fund’s investment objective is to provide current income exempt from regular federal income tax.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\Eaton Vance TABS 1-to-10 Year Laddered Municipal Bond Fund.txt'},2.0
